id,historico_id,serie_id,ano,estabelecimento,municipio,uf
917,160,9,2013," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
918,160,10,2014," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
919,160,11,2015," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
920,161,6,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
921,161,7,2009," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
922,161,8,2010," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
923,161,9,2011," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
924,161,10,2012," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
925,162,6,2004,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
926,162,7,2005,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
927,162,8,2006,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
928,162,9,2007,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
929,162,10,2008,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
930,162,11,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
931,162,12,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
932,162,13,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
933,162,14,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
934,162,15,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
935,162,16,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
936,162,17,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
937,163,6,2004,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
938,163,7,2005," JARDIM ESCOLA BABY DISNEY",NATAL,RN
939,163,8,2006," JARDIM ESCOLA BABY DISNEY",NATAL,RN
940,163,9,2007," JARDIM ESCOLA BABY DISNEY",NATAL,RN
941,163,10,2008," JARDIM ESCOLA BABY DISNEY",NATAL,RN
942,163,11,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
943,163,12,2010," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
944,163,13,2011," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
945,163,14,2012," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
946,163,15,2013," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
947,163,16,2014," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
948,163,17,2015," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
949,164,6,2006,"JARDIM ESCOLA CÉU AZUL",NATAL,RN
950,164,7,2007,"JARDIM ESCOLA CAIXINHA DO SABER",NATAL,RN
951,164,8,2008,"ESCOLA ESTADUAL PROFESSOR LUIZ ANTONIO",NATAL,RN
952,164,9,2009,"ESCOLA ESTADUAL PROFESSOR LUIZ ANTONIO",NATAL,RN
953,164,10,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
954,164,11,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
955,164,12,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
956,164,13,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
957,164,14,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
958,165,6,2005,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
959,165,7,2006," JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
960,165,8,2007,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
961,165,9,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
962,165,10,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
963,165,11,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
964,165,12,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
965,165,13,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
966,165,14,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
967,165,6,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
968,166,6,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
969,166,7,2009," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
970,166,8,2010," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
971,166,9,2011," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
972,166,10,2012," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
973,166,11,2013," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
974,166,12,2014," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
975,169,6,2011,"CENTRO EDUCACIONAL MENINO JESUS DE PRAGA",NATAL,RN
976,169,7,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
977,170,6,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
978,171,6,2006,"ESCOLA ESTADUAL POTIGUASSU",NATAL,RN
979,171,7,2009,"CENTRO EDUCACIONAL JESIEL FIGUEIRÊDO",NATAL,RN
980,171,8,2010,"CENTRO EDUCACIONAL JESIEL FIGUEIRÊDO",NATAL,RN
981,171,9,2011,"CENTRO EDUCACIONAL BELA EMILIA","SÃO GONÇALO DO AMARANTE",RN
982,171,10,2012,"CENTRO EDUCACIONAL BELA EMILIA"," SÃO GONÇALO DO AMARANTE",RN
983,171,11,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
984,172,6,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
985,172,7,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
986,172,8,2012,"CENTRO EDUCACIONAL INFORMAR",NATAL,RN
987,172,9,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
988,172,10,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
989,173,6,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
990,173,7,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
991,174,6,2006,"ESCOLA ESTADUAL RÕMULO WANDERLEY",NATAL,RN
992,174,7,2007,"ESCOLA ESTADUAL RÕMULO WANDERLEY",NATAL,RN
993,174,8,2008,"CENTRO EDUCATIVO POTENGI",NATAL,RN
994,174,9,2009,"CENTRO EDUCATIVO POTENGI",NATAL,RN
995,174,10,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
996,174,11,2011," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
997,174,12,2012," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
998,174,13,2013," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
999,174,14,2014," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1000,175,6,2007,"COLÉGIO MÃE PEREGRINA",NATAL,RN
1001,175,7,2008,"NÚCLEO EDUCACIONAL LUIZA VITÓRIA",NATAL,RN
1002,175,8,2009," NÚCLEO EDUCACIONAL LUIZA VITÓRIA",NATAL,RN
1003,175,9,2010,"COLÉGIO RECRIAR",NATAL,RN
1004,175,10,2011,"COLÉGIO RECRIAR",NATAL,RN
1005,175,11,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1006,175,12,2013," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1007,175,13,2014," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1008,175,14,2015," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1009,176,6,2007,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
1010,176,7,2008,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
1011,176,8,2009,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
1012,176,9,2010,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
1013,176,10,2011,"JARDIM ESCOLA MENINO JESUS DE PRAGA",NATAL,RN
1014,176,11,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1015,177,6,2010,"CENTRO DE REFERÊNCIA EDUCACIONAL",NATAL,RN
1016,177,7,2011," CENTRO DE REFERÊNCIA EDUCACIONAL",NATAL,RN
1017,177,8,2012," CENTRO DE REFERÊNCIA EDUCACIONAL",NATAL,RN
1018,177,9,2013,"ESCOLA DOMÉSTICA DE NATAL",NATAL,RN
1019,177,10,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1020,178,6,2008,"CENTRO EDUCACIONAL PARTICIPAÇÃO",NATAL,RN
1021,178,7,2009,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
1022,178,8,2010,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
1023,178,9,2011,"ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
1024,178,10,2012," ESCOLA PRIMEIROS DEGRAUS",NATAL,RN
1025,178,11,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1026,178,12,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1027,179,6,2006,"CENTRO EDUCATIVO POTENGI",NATAL,RN
1028,179,7,2007," CENTRO EDUCATIVO POTENGI",NATAL,RN
1029,179,8,2008," CENTRO EDUCATIVO POTENGI",NATAL,RN
1030,179,9,2009," CENTRO EDUCATIVO POTENGI",NATAL,RN
1031,179,10,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1032,179,11,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1033,179,12,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1034,179,13,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1035,179,14,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1036,179,15,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1037,180,6,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1038,180,7,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1039,181,6,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1040,181,7,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1041,182,6,2008,"CENTRO DE ENSINO NEUZANA",NATAL,RN
1042,182,7,2009,"CENTRO DE ENSINO NEUZANA",NATAL,RN
1043,182,8,2010,"CENTRO DE ENSINO NEUZANA",NATAL,RN
1044,182,9,2011,"CENTRO DE ENSINO NEUZANA",NATAL,RN
1045,182,10,2012,"CENTRO DE ENSINO NEUZANA",NATAL,RN
1046,182,11,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1047,182,12,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1048,182,13,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1049,183,6,2007,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1050,183,7,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1051,183,8,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1052,183,9,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1053,183,10,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1054,183,11,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1055,183,12,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1056,183,13,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1057,183,14,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1058,184,6,2007,"COLÉGIO ATUAL",NATAL,RN
1059,184,7,,,,
1060,184,8,2011,"ESCOLA M. NOSSA SENHORA DA APRESENTAÇÃO",NATAL,RN
1061,184,9,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1062,185,6,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1063,186,6,2006,"ESCOLA MUNICIPAL JUVENAL LAMARTINE",NATAL,RN
1064,186,7,2007,"ESCOLA ESTADUAL PEDRO MENDES GOUVEIA",NATAL,RN
1065,186,8,2008,"ESCOLA ESTADUAL PEDRO MENDES  GOUVEIA",NATAL,RN
1066,186,9,2009,"ESCOLA MUNICIPAL MONSENHOR JOSÉ ALVES LANDIM",NATAL,RN
1067,186,10,2010," ESCOLA MUNICIPAL MONSENHOR JOSÉ ALVES LANDIM",NATAL,RN
1068,186,11,2011," ESCOLA MUNICIPAL MONSENHOR JOSÉ ALVES LANDIM",NATAL,RN
1069,186,12,2012," ESCOLA MUNICIPAL MONSENHOR JOSÉ ALVES LANDIM",NATAL,RN
1070,186,13,2013," ESCOLA MUNICIPAL MONSENHOR JOSÉ ALVES LANDIM",NATAL,RN
1071,186,14,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1072,186,15,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1073,187,6,2007,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1074,187,7,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1075,187,8,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1076,187,9,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1077,187,10,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1078,187,11,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1079,187,12,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1080,188,6,2004,"ANDORINHA COLÉGIO E CURSO",NATAL,RN
1081,188,7,2005," ANDORINHA COLÉGIO E CURSO",NATAL,RN
1082,188,8,2006," ANDORINHA COLÉGIO E CURSO",NATAL,RN
1083,188,9,2007," ANDORINHA COLÉGIO E CURSO",NATAL,RN
1084,188,10,2008," ANDORINHA COLÉGIO E CURSO",NATAL,RN
1085,188,11,2009,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
1086,188,12,2010,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
1087,188,13,2011,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
1088,188,14,2012,"COLÉGIO FERREIRA BRANDÃO",NATAL,RN
1089,188,15,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1090,188,16,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1091,188,17,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1092,189,6,2004,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1093,189,7,2005,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1094,189,8,2006,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1095,189,9,2007,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1096,189,10,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1097,189,11,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1098,189,12,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1099,189,13,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1100,189,14,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1101,189,15,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1102,189,16,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1103,189,17,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1104,190,6,-,-,-,-
1105,190,7,2005,"INSTITUTO ESPAÇO DO SABER",NATAL,RN
1106,190,8,2006,"INSTITUTO ESPAÇO DO SABER",NATAL,RN
1107,190,9,2007,"PHD COLÉGIO E CURSO INFANTIL",NATAL,RN
1108,190,10,2008,"PHD COLÉGIO E CURSO INFANTIL",NATAL,RN
1109,190,11,2009,"ESCOLA DOM MARCOLINO DANTAS",NATAL,RN
1110,190,12,2010,"ESCOLA DOM MARCOLINO DANTAS",NATAL,RN
1111,190,13,2011,"MUNDIAL COLÉGIO E CURSO",NATAL,RN
1112,190,14,2012,"MUNDIAL COLÉGIO E CURSO",NATAL,RN
1113,190,15,2013,"COLÉGIO BEREIANO",NATAL,RN
1114,190,16,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1115,190,17,2015," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1117,192,7,2005,"ESCOLA PARTICIPATIVA",NATAL,RN
1118,192,8,2006,"ESCOLA PARTICIPATIVA",NATAL,RN
1119,192,9,2007,"ESCOLA PARTICIPATIVA",NATAL,RN
1120,192,10,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1121,192,11,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1122,192,12,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1123,192,13,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1124,192,14,2012,"ESCOLA MUNICIPAL PROFª FRANCISCA DE OLIVEIRA",NATAL,RN
1125,192,15,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1126,192,16,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1127,192,8,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1128,191,6,2009,"ESCOLA MUNICIPAL PROFª IVONETE MACIEL",NATAL,RN
1129,191,7,2010,"ESCOLA ESTADUAL PADRE JOÃO MARIA",NATAL,RN
1130,191,8,2012,"ESCOLA PARTICIPATIVA",NATAL,RN
1131,191,9,2013,"CENTRO EDUCACIONAL ""O MUNDO DE SOPHIA""",NATAL,RN
1132,191,10,2014,"CENTRO EDUCACIONAL ""O MUNDO DE SOPHIA""",NATAL,RN
1133,191,11,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1134,193,6,2003,"JARDIM ESCOLA PEQUENO ESTUDANTE",NATAL,RN
1135,193,7,2004,"JARDIM ESCOLA PEQUENO ESTUDANTE",NATAL,RN
1136,193,8,2005,"JARDIM ESCOLA PEQUENO ESTUDANTE",NATAL,RN
1137,193,9,2006,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
1138,193,10,2007,"JARDIM ESCOLA BABY DISNEY",NATAL,RN
1139,193,11,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1140,193,12,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1141,193,13,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1142,193,14,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1143,193,15,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1144,194,6,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1145,194,7,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1146,194,8,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1147,194,9,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1148,194,10,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1149,195,6,2007,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1150,195,7,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1151,195,8,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1152,195,9,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1153,195,10,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1154,195,11,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1155,195,12,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1156,195,13,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1157,195,14,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1158,196,6,2007,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1159,196,7,2008,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1160,196,8,2009,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1161,196,9,2010,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1162,196,10,2011,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1163,196,11,2012,"CENTRO EDUCACIONALCAMINHO DO SABER",NATAL,RN
1164,196,12,2013," CENTRO EDUCACIONALCAMINHO DO SABER",NATAL,RN
1165,196,13,2014," CENTRO EDUCACIONALCAMINHO DO SABER",NATAL,RN
1166,196,14,2015," CENTRO EDUCACIONALCAMINHO DO SABER",NATAL,RN
1167,197,6,2009,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1168,197,7,2010," JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1169,197,8,2011," JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
1170,197,9,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1171,197,10,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1172,197,11,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1173,197,12,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1174,198,6,2010,"COLÉGIO CAMINHO DO SABER",NATAL,RN
1175,198,7,2011," COLÉGIO CAMINHO DO SABER",NATAL,RN
1176,198,8,2012," COLÉGIO CAMINHO DO SABER",NATAL,RN
1177,198,9,2013," COLÉGIO CAMINHO DO SABER",NATAL,RN
1178,198,10,2014," COLÉGIO CAMINHO DO SABER",NATAL,RN
1179,198,11,2015," COLÉGIO CAMINHO DO SABER",NATAL,RN
1180,199,6,2008,"INOVAÇÃO EDUCACIONAL ""MEU PEQUENO MUNDO""",NATAL,RN
1181,199,7,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1182,199,8,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1183,199,9,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1184,199,10,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1185,199,11,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1186,199,12,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1187,199,13,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1188,200,6,2004,"CENTRO DE APRENDIZAGEM",NATAL,RN
1189,200,7,2005," CENTRO DE APRENDIZAGEM",NATAL,RN
1190,200,8,2006," CENTRO DE APRENDIZAGEM",NATAL,RN
1191,200,9,2007," CENTRO DE APRENDIZAGEM",NATAL,RN
1192,200,10,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1193,200,11,2009,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1194,200,12,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1195,200,13,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1196,200,14,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1197,200,15,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1198,200,16,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1199,200,17,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1200,201,6,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1201,201,7,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1202,202,6,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1203,202,7,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1204,202,8,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1205,202,9,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1206,202,10,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1207,203,6,2009,"EMEF MINISTRO ANIBAL FREIRE","SÃO PAULO ",SP
1208,203,7,2010,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1209,203,8,2011,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1210,203,9,2012,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1211,203,10,2013,"ESCOLA MUNICIPAL PROFESSOR JOSÉ DO PATROCINIO",NATAL,RN
1212,203,11,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1213,203,12,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1214,204,6,2004,"CENTRO DE APRENDIZAGEM",NATAL,RN
1215,204,7,2005," CENTRO DE APRENDIZAGEM",NATAL,RN
1216,204,8,2006," CENTRO DE APRENDIZAGEM",NATAL,RN
1217,204,9,2007,"CENTRO DE APRENDIZAGEM",NATAL,RN
1218,204,10,2008,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1219,204,11,2009," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1220,204,12,2010," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1221,204,13,2011," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1222,204,14,2012," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1223,204,15,2013," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1224,204,16,2014," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1225,204,17,2015," CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1226,205,6,2011,"ESCOLA ""PRIMEIROS DEGRAUS""",NATAL,RN
1227,205,7,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1228,205,8,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1229,205,9,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1230,206,6,2008,"CENTRO DE ENSINO NEUZANA",NATAL,RN
1231,206,7,2009," CENTRO DE ENSINO NEUZANA",NATAL,RN
1232,206,8,2010," CENTRO DE ENSINO NEUZANA",NATAL,RN
1233,206,9,2011," CENTRO DE ENSINO NEUZANA",NATAL,RN
1234,206,10,2012," CENTRO DE ENSINO NEUZANA",NATAL,RN
1235,206,11,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1236,206,12,2014,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1237,206,13,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1238,207,6,2013,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1239,208,6,2015,"CENTRO EDUCACIONAL CAMINHO DO SABER",NATAL,RN
1240,209,6,2014,"JARDIM ESCOLA CASINHA FELIZ",NATAL,RN
