id,system_user_id,system_program_id,created_at,updated_at,deleted_at
1,1,1,"2024-01-04 20:10:19","2024-01-04 20:10:19",
2,1,2,"2024-01-04 20:10:19","2024-01-04 20:10:19",
3,1,3,"2024-01-04 20:10:19","2024-01-04 20:10:19",
4,1,10,"2024-01-04 20:10:19","2024-01-04 20:10:19",
5,1,35,"2024-01-04 20:10:19","2024-01-04 20:10:19",
