id,data_conta,descricao,documento,previsao,data_vencimento,multa,juros,taxas,valor,desconto,portador,observacao,baixa,data_baixa,valor_pago,valor_parcial,valor_real,replica,parcelas,nparcelas,intervalo,responsavel,unit_id,user_id,tipo_pgto_id,tipo_forma_pgto_id,fornecedor_id,pc_despesa_id,pc_despesa_nome,departamento_id,conta_bancaria_id,split,relatorio_customizado_id,compras_projeto_id,solicitacao_financeiro_id,arquivo,cliente_contrato_id,centro_custo_id,conciliado,created_at,updated_at,deleted_at
1,2023-11-11,"Taxa PJbank Ref. CR. Nº: 12",12,,2023-11-11,0.00,0.00,0.00,2.60,0.00,,,S,2023-11-14,2.60,0.00,2.60,N,1,1,,PJBank,1,2,1,1,1,42,"2.03.04.04 - Tarifas",,2,N,,,,,,,N,"2023-11-11 16:20:34","2023-11-11 16:20:34",
