id,historico_id,totais,n1_ano,n2_ano,n3_ano,n4_ano,n5_ano,n6_ano,n7_ano,n8_ano,n9_ano,n1_serie,n2_serie,n3_serie
1699,266,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1700,266,Frequência,98%,98%,100%,99%,98%,90%,-,-,-,-,-,-
1701,266,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1705,267,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
1706,267,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1707,267,Frequência,-,-,-,100%,95%,95%,97%,98%,99%,95%,86%,90%
1708,267,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1712,268,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1713,268,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1714,268,Frequência,76%,-,-,-,-,-,-,-,-,-,-,-
1715,268,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1719,269,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1720,269,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1721,269,Frequência,100%,96%,95%,-,-,-,-,-,-,-,-,-
1722,269,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1723,270,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1724,270,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1725,270,Frequência,-,-,-,-,-,-,-,99%,97%,-,-,-
1726,270,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1727,271,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1728,271,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1729,271,Frequência,-,-,88%,100%,90%,96%,93%,-,-,-,-,-
1730,271,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1734,272,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1735,272,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1736,272,Frequência,98%,95%,98%,94%,99%,99%,99%,-,-,-,-,-
1737,272,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1741,273,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1742,273,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1743,273,Frequência,96%,-,-,-,-,-,-,-,-,-,-,-
1744,273,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1748,274,"Dias Letivos",-,200,200,200,200,200,200,200,200,-,-,-
1749,274,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1750,274,Frequência,-,97%,98%,98%,89%,100%,98%,99%,97%,-,-,-
1751,274,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1755,275,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1756,275,"Carga Horária",1000,1000,1000,1000,800,1000,-,-,-,-,-,-
1757,275,Frequência,99%,100%,97%,96%,95%,95%,-,-,-,-,-,-
1758,275,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1762,276,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1763,276,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1764,276,Frequência,94%,100%,100%,98%,93%,95%,97%,-,-,-,-,-
1765,276,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1769,277,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
1770,277,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
1771,277,Frequência,-,-,-,-,-,96%,99%,93%,-,-,-,-
1772,277,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,RE,-,-,-,-
1776,278,"Dias Letivos",200,200,-,-,-,-,-,-,-,-,-,-
1777,278,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1778,278,Frequência,100%,100%,-,-,-,-,-,-,-,-,-,-
1779,278,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1783,279,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1784,279,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
1785,279,Frequência,98%,100%,98%,99%,97%,94%,92%,97%,93%,94%,86%,96%
1786,279,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1790,280,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1791,280,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1792,280,Frequência,92%,96%,93%,93%,100%,99%,99%,98%,99%,-,-,-
1793,280,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1797,281,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1798,281,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1799,281,Frequência,95%,92%,95%,96%,99%,98%,100%,99%,99%,-,-,-
1800,281,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1853,291,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1854,291,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1855,291,Frequência,-,-,100%,100%,100%,99%,99%,99%,100%,-,-,-
1856,291,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1860,292,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
1861,292,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
1862,292,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
1863,292,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
1867,293,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1868,293,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1869,293,Frequência,-,-,-,-,85%,98%,-,-,-,-,-,-
1870,293,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1874,294,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1875,294,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
1876,294,Frequência,85%,98%,100%,75%,91%,94%,-,-,-,-,-,-
1877,294,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1881,295,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1882,295,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1883,295,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
1884,295,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1888,296,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1889,296,"Carga Horária",800,800,1000,-,-,-,-,-,-,-,-,-
1890,296,Frequência,100%,80%,85%,-,-,-,-,-,-,-,-,-
1891,296,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1895,297,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1896,297,"Carga Horária",800,800,1000,-,-,-,-,-,-,-,-,-
1897,297,Frequência,83%,80%,93%,-,-,-,-,-,-,-,-,-
1898,297,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1902,298,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
1903,298,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1040,1040,1040
1904,298,Frequência,90%,90%,100%,100%,100%,96%,98%,93%,97%,95%,87%,94%
1905,298,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
1909,299,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1910,299,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
1911,299,Frequência,92%,94%,96%,94%,100%,99%,99%,98%,99%,98%,-,-
1912,299,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,RE,-,-
1916,300,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
1917,300,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
1918,300,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
1919,300,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
1923,301,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1924,301,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1925,301,Frequência,98%,97%,95%,-,-,-,-,-,-,-,-,-
1926,301,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1930,302,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
1931,302,"Carga Horária",900,1000,1000,1000,1000,1000,-,-,-,-,-,-
1932,302,Frequência,-,88%,91%,95%,93%,96%,-,-,-,-,-,-
1933,302,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
1937,303,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
1938,303,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
1939,303,Frequência,96%,97%,95%,-,-,-,-,-,-,-,-,-
1940,303,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
1944,304,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
1945,304,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
1946,304,Frequência,-,-,98%,98%,98%,98%,98%,98%,98%,98%,-,-
1947,304,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,PAP,-,-
1951,305,"Dias Letivos",200,200,,,-,-,-,-,-,-,-,-
1952,305,"Carga Horária",1000,1000,-,-,-,-,-,-,-,-,-,-
1953,305,Frequência,98%,99%,-,-,-,-,-,-,-,-,-,-
1954,305,"Resultado Final",AP,AP,-,-,-,-,-,-,-,-,-,-
1958,306,"Dias Letivos",200,2000,200,200,200,-,-,-,-,-,-,-
1959,306,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1960,306,Frequência,90%,95%,96%,93%,98%,-,-,-,-,-,-,-
1961,306,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1965,307,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
1966,307,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
1967,307,Frequência,99%,99%,99%,99%,-,-,-,-,-,-,-,-
1968,307,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
1972,308,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
1973,308,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
1974,308,Frequência,90%,95%,96%,93%,98%,-,-,-,-,-,-,-
1975,308,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
1979,309,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
1980,309,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
1981,309,Frequência,85%,85%,82%,86%,90%,91%,94%,-,-,-,-,-
1982,309,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
1986,310,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
1987,310,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
1988,310,Frequência,100%,95%,97%,97%,98%,96%,98%,99%,99%,-,-,-
1989,310,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
1993,311,"Dias Letivos",-,200,-,200,200,200,200,200,200,200,-,-
1994,311,"Carga Horária",-,1000,-,1000,1000,1000,1000,1000,1000,1000,-,-
1995,311,Frequência,-,-,-,95%,99%,96%,96%,95%,99%,98%,-,-
1996,311,"Resultado Final",-,AP,-,AP,AP,AP,AP,AP,AP,AP,-,-
2000,312,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
2001,312,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
2002,312,Frequência,95%,95%,83%,94%,95%,97%,96%,96%,-,-,-,-
2003,312,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
2007,313,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,-,-
2008,313,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
2009,313,Frequência,94%,98%,98%,97%,91%,99%,96%,94%,99%,94%,-,-
2010,313,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
2014,314,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2015,314,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2016,314,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2017,314,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2021,315,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
2022,315,"Carga Horária",900,900,900,900,900,1000,1000,1000,-,-,-,-
2023,315,Frequência,-,-,-,-,-,99%,99%,100%,-,-,-,-
2024,315,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
2028,316,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2029,316,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2030,316,Frequência,99%,99%,96%,99%,98%,-,-,-,-,-,-,-
2031,316,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2035,317,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2036,317,"Carga Horária",900,900,900,900,900,1000,-,-,-,-,-,-
2037,317,Frequência,-,-,-,-,-,99%,-,-,-,-,-,-
2038,317,"Resultado Final","AP ",AP,AP,AP,AP,AP,-,-,-,-,-,-
2042,318,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2043,318,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2044,318,Frequência,92%,94%,97%,98%,99%,-,-,-,-,-,-,-
2045,318,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2049,319,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2050,319,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
2051,319,Frequência,94%,95%,99%,97%,-,-,-,-,-,-,-,-
2052,319,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
2056,320,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2057,320,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2058,320,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2059,320,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2063,321,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2064,321,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
2065,321,Frequência,96%,95%,99%,99%,100%,100%,95%,88%,87%,81%,87%,84%
2066,321,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2070,322,"Dias Letivos",-,200,200,200,200,200,-,-,-,-,-,-
2071,322,"Carga Horária",-,1000,1000,1000,1000,100,-,-,-,-,-,-
2072,322,Frequência,-,-,-,-,95%,97%,-,-,-,-,-,-
2073,322,"Resultado Final",-,AP,AP,AP,AP,AP,-,-,-,-,-,-
2077,323,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
2078,323,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
2079,323,Frequência,-,-,97%,100%,99%,97%,97%,96%,97%,98%,98%,97%
2080,323,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2084,324,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2085,324,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
2086,324,Frequência,90%,96%,99%,80%,-,-,-,-,-,-,-,-
2087,324,"Resultado Final",AP,AP,AP,RE,-,-,-,-,-,-,-,-
2091,325,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2092,325,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2093,325,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2094,325,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2098,326,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2099,326,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2100,326,"Dias Letivos",95%,97%,97%,-,-,-,-,-,-,-,-,-
2101,326,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2105,327,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2106,327,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2107,327,Frequência,-,-,-,98%,99%,-,-,-,-,-,-,-
2108,327,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2112,328,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2113,328,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2114,328,Frequência,-,99%,96%,-,-,-,-,-,-,-,-,-
2115,328,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2119,329,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2120,329,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2121,329,Frequência,-,-,-,-,-,87%,91%,97%,96%,-,-,-
2122,329,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2126,330,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2127,330,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2128,330,Frequência,90%,96%,95%,94%,96%,97%,-,-,-,-,-,-
2129,330,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2133,331,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2134,331,"Carga Horária",-,-,-,1000,-,-,-,-,-,-,-,-
2135,331,Frequência,-,-,-,99%,-,-,-,-,-,-,-,-
2136,331,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
2140,332,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,200
2141,332,"Carga Horária",1000,1000,1000,1000,1000,1000,1080,1080,1200,1280,1000,1000
2142,332,Frequência,-,-,99%,98%,100%,100%,100%,100%,100%,100%,99%,95%
2143,332,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2147,333,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2148,333,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2149,333,Frequência,96%-,96%,87%,88%,90%,89%,-,-,-,-,-,-
2150,333,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2154,334,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2155,334,"Carga Horária",900,900,900,900,900,1000,-,-,-,-,-,-
2156,334,Frequência,-,-,-,-,-,92%,-,-,-,-,-,-
2157,334,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2161,335,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
2162,335,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
2163,335,Frequência,-,-,-,-,-,96%,88%,-,-,-,-,-
2164,335,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,TRAN,-,-,-,-
2165,336,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2166,336,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-,-
2167,336,Frequência,100%,90%,95%,91%,98%,99%,97%,98%,99%,-,-,-
2168,336,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-,-
2172,337,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2173,337,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2174,337,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2175,337,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2179,338,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2180,338,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2181,338,Frequência,100%,-,-,-,-,-,-,-,-,-,-,-
2182,338,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2186,339,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2187,339,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2188,339,Frequência,99%,96%,97%,-,-,-,-,-,-,-,-,-
2189,339,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2193,340,"Dias Letivos",-,-,-,-,-,-,-,-,-,-,-,-
2194,340,"Carga Horária",-,-,-,-,-,-,-,-,-,-,-,-
2195,340,"Frequência %",-,-,-,-,-,-,-,-,-,-,-,-
2196,340,"Resultado Final",-,-,-,-,-,-,-,-,-,-,-,-
2200,341,"Dias Letivos",-,200,200,200,200,200,200,200,200,200,200,200
2201,341,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
2202,341,Frequência,-,95%,98%,100%,92%,99%,99%,99%,98%,99%,99%,100%
2203,341,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP
2207,342,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2208,342,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2209,342,Frequência,80%,-,-,-,-,-,-,-,-,-,-,-
2210,342,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2214,343,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2215,343,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2216,343,Frequência,100%,100%,99%,98%,99%,-,-,-,-,-,-,-
2217,343,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2221,344,"Dias Letivos",200,200,200,-,-,-,-,-,-,-,-,-
2222,344,"Carga Horária",1000,1000,1000,-,-,-,-,-,-,-,-,-
2223,344,Frequência,95%,100%,97%,-,-,-,-,-,-,-,-,-
2224,344,"Resultado Final",AP,AP,AP,-,-,-,-,-,-,-,-,-
2228,345,"Dias Letivos",200,200,200,200,200,200,200,200,200,-,-,-
2229,345,"Carga Horária",900,900,900,900,900,1000,1000,1000,1000,-,-,-
2230,345,Frequência,-,-,-,-,-,100%,99%,100%,97%,-,-,-
2231,345,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,RE,-,-,-
2235,346,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2236,346,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
2237,346,Frequência,100%,97%,97%,99%,-,-,-,-,-,-,-,-
2238,346,"Resultado Final",AP,AP,AP,AP,-,-,-,-,-,-,-,-
2242,347,"Dias Letivos",200,200,200,200,200,200,200,200,200,200,200,-
2243,347,"Carga Horária",800,800,800,800,800,800,1080,1080,1080,1000,1000,-
2244,347,Frequência,-,-,-,-,-,-,99%,99%,100%,100%,92%,-
2245,347,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,AP,-
2249,348,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2250,348,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
2251,348,Frequência,98%,99%,100%,20%,-,-,-,-,-,-,-,-
2252,348,"Resultado Final",AP,AP,AP,TRAN,-,-,-,-,-,-,-,-
2256,349,"Dias Letivos",200,-,-,-,-,-,-,-,-,-,-,-
2257,349,"Carga Horária",1000,-,-,-,-,-,-,-,-,-,-,-
2258,349,Frequência,87%,-,-,-,-,-,-,-,-,-,-,-
2259,349,"Resultado Final",AP,-,-,-,-,-,-,-,-,-,-,-
2260,350,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
2261,350,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
2262,350,Frequência,89%,97%,100%,100%,100%,100%,98%,25%,-,-,-,-
2263,350,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,TRAN,-,-,-,-
2267,351,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2268,351,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2269,351,Frequência,100%,80%,79%,93%,92%,93%,85%,-,-,-,-,-
2270,351,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
2274,352,"Dias Letivos",200,200,200,200,200,200,200,200,-,-,-,-
2275,352,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,1000,-,-,-,-
2276,352,Frequência,100%,100%,100%,100%,100%,98%,94%,80%,-,-,-,-
2277,352,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,AP,-,-,-,-
2281,353,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2282,353,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2283,353,Frequência,94%,99%,96%,89%,100%,-,-,-,-,-,-,-
2284,353,"Resultado Final",AP,AP,AP,AP,AP,-,-,-,-,-,-,-
2288,354,"Dias Letivos",200,200,200,200,200,200,200,-,-,-,-,-
2289,354,"Carga Horária",1000,1000,1000,1000,1000,1000,1000,-,-,-,-,-
2290,354,Frequência,89%,-,-,-,100%,95%,50%,-,-,-,-,-
2291,354,"Resultado Final",AP,AP,AP,AP,AP,AP,TRAN,-,-,-,-,-
2295,355,"Dias Letivos",-,-,-,-,-,-,-,-,200,200,-,-
2296,355,"Carga Horária",-,1000,1000,1000,1000,1000,1000,1000,1000,1000,-,-
2297,355,Frequência,-,-,-,-,-,-,-,-,94%,95%,-,-
2298,355,"Resultado Final",-,AP,AP,AP,AP,AP,AP,AP,AP,AP,-,-
2302,356,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2303,356,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2304,356,Frequência,-,-,-,100%,99%,99%,-,-,-,-,-,-
2305,356,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2309,357,"Dias Letivos",200,200,200,200,-,-,-,-,-,-,-,-
2310,357,"Carga Horária",1000,1000,1000,1000,-,-,-,-,-,-,-,-
2311,357,Frequência,-,-,98%,50%,-,-,-,-,-,-,-,-
2312,357,"Resultado Final",AP,AP,AP,TRAN,-,-,-,-,-,-,-,-
2316,358,"Dias Letivos",200,200,200,200,200,200,-,-,-,-,-,-
2317,358,"Carga Horária",1000,1000,1000,1000,1000,1000,-,-,-,-,-,-
2318,358,Frequência,97%,98%,97%,98%,97%,90%,-,-,-,-,-,-
2319,358,"Resultado Final",AP,AP,AP,AP,AP,AP,-,-,-,-,-,-
2323,359,"Dias Letivos",200,200,200,200,200,-,-,-,-,-,-,-
2324,359,"Carga Horária",1000,1000,1000,1000,1000,-,-,-,-,-,-,-
2325,359,Frequência,100%,90%,95%,99%,25%,-,-,-,-,-,-,-
2326,359,"Resultado Final",AP,AP,AP,AP,TRAN,-,-,-,-,-,-,-
2330,360,"Dias Letivos",-,-,-,-,-,-,200,-,-,-,-,-
2331,360,"Carga Horária",1000,1000,1000,1003,1000,1000,1000,-,-,-,-,-
2332,360,Frequência,-,-,-,-,-,-,98%,-,-,-,-,-
2333,360,"Resultado Final",AP,AP,AP,AP,AP,AP,AP,-,-,-,-,-
